,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,城市,總樓層數_數字
617,苓雅區,房地(土地+建物)+車位,高雄市苓雅區四維三路７號九樓,54.09,都市：其他:第五種住宅區,,,1100613,土地2建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981109,465.53999999999996,4,2,4,有,有,38200000,82538,坡道平面,22.11,1600000,,RPSOMLOLQHGGFBE28DA,272.6,35.98,0.0,有,159.0,Kaohsiung,24
623,三民區,房地(土地+建物)+車位,高雄市三民區澄清路６８８號十三樓,19.24,都市：其他:第四種住宅區,,,1100722,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010208,141.35,3,2,2,有,有,10600000,77184,坡道平面,23.45,1500000,陽台外推；,RPSSMLMLPHGGFDE58DA,64.44,13.76,0.0,有,,Kaohsiung,15
632,三民區,房地(土地+建物),高雄市三民區大福街２６５號九樓之１,28.9,都市：其他:第三種住宅區。,,,1100731,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820811,113.0,3,2,2,有,有,5580000,49381,,0.0,0,,RPVNMLNJQHGGFDE38DA,75.81,15.04,0.0,有,,Kaohsiung,14
633,三民區,房地(土地+建物)+車位,高雄市三民區天祥二路４２號五樓,24.44,都市：其他:第五種住宅區,,,1100730,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030831,233.07,4,2,2,有,有,12750000,54705,坡道平面,23.23,0,,RPTNMLRKQHGGFDE68DA,118.22,17.77,0.0,有,,Kaohsiung,15
634,三民區,房地(土地+建物),高雄市三民區鼎愛街２６號四樓,17.1,都市：其他:第四種住宅區,,,1100528,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901130,111.94,3,2,2,有,有,4500000,40200,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRPMLKLQHGGFDE08DA,68.95,10.78,0.0,有,,Kaohsiung,13
635,三民區,房地(土地+建物)+車位,高雄市三民區民族一路８７８號十三樓之１,12.92,都市：其他:第五種住宅區,,,1100721,土地2建物1車位1,十三層，電梯樓梯間,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821006,172.78,3,2,2,有,有,7380000,42713,坡道平面,0.0,0,,RPPQMLTKQHGGFDE78DA,128.47,16.5,0.0,有,167.0,Kaohsiung,18
640,左營區,房地(土地+建物),高雄市左營區緯六路２２５號五樓之５,36.07,都市：其他:第四種住宅區,,,1100727,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991209,179.07999999999998,3,2,2,有,有,8000000,44673,,0.0,0,,RPSOMLSLPHGGFEE88DA,101.39,8.49,0.0,有,,Kaohsiung,14
645,左營區,房地(土地+建物),高雄市左營區大中二路５７３號七樓之１,9.98,都市：其他:第五種住宅區,,,1100724,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1030528,87.84,2,1,1,有,有,5380000,61248,,0.0,0,,RPTNMLOLPHGGFEE48DA,49.75,7.28,0.0,有,172.0,Kaohsiung,15
651,左營區,房地(土地+建物)+車位,高雄市左營區博愛三路９５號七樓之２,13.8,都市：其他:第五種住宅區,,,1100802,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941114,122.28,2,2,1,有,有,7900000,64606,坡道平面,20.45,0,,RPRPMLNKQHGGFEE38DA,59.47,11.38,0.0,有,,Kaohsiung,15
652,左營區,房地(土地+建物)+車位,高雄市左營區文萊路３３１號十四樓之２,8.6,都市：其他:第四種商業區,,,1100802,土地1建物1車位1,十四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土結構造,0891117,141.04000000000002,3,2,2,有,有,8650000,61330,坡道平面,27.65,0,,RPVNMLRKQHGGFEE98DA,70.67,13.42,0.0,有,177.0,Kaohsiung,21
654,楠梓區,房地(土地+建物)+車位,高雄市楠梓區土庫二路１８６號三樓之３,19.53,都市：其他:第三種住宅區。,,,1100814,土地2建物1車位1,三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1030626,189.67000000000002,4,2,2,有,有,9170000,48347,坡道平面,23.17,0,含裝潢費；含傢俱設備費；,RPOOMLPLQHGGFEE28DA,88.46,20.2,0.0,有,178.0,Kaohsiung,20
658,楠梓區,房地(土地+建物),高雄市楠梓區藍田路６２２號十二樓,8.57,都市：其他:第三種商業區,,,1100808,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991221,73.73,2,2,1,有,有,3900000,52896,,0.0,0,,RPQNMLPLQHGGFEE38DA,39.22,12.31,0.0,有,180.0,Kaohsiung,14
659,左營區,房地(土地+建物),高雄市左營區介壽路２２１巷１７號十三樓,15.21,都市：其他:第三種住宅區。,,,1100711,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000916,88.25,2,1,1,有,有,4320000,48952,,0.0,0,,RPVOMLOLQHGGFEE88DA,53.66,8.78,0.0,有,181.0,Kaohsiung,13
662,楠梓區,房地(土地+建物),高雄市楠梓區瑞屏路６０號十一樓,13.04,都市：其他:第二種特定商業專用區,,,1100813,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931230,83.42,2,1,1,有,有,3700000,44354,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTPMLNLQHGGFEE68DA,50.11,7.62,0.0,有,,Kaohsiung,14
694,鳥松區,房地(土地+建物),高雄市鳥松區大埤路力行巷１１０號十三樓,8.6,都市：其他:第四種住宅區,,,1100715,土地2建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890121,69.81,0,0,0,無,有,2700000,38676,,0.0,0,陽台外推；,RPOOMLRKQHGGFIE78DA,31.72,7.03,0.0,有,192.0,Kaohsiung,14
696,仁武區,房地(土地+建物),高雄市仁武區八德南路３９８巷８號八樓之２,15.92,都市：其他:第四種住宅區,,,1100801,土地3建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850702,110.8,3,2,2,有,有,4600000,41516,,0.0,0,,RPTNMLOLQHGGFIE98DA,74.8,12.95,0.0,有,,Kaohsiung,13
712,前鎮區,房地(土地+建物),高雄市前鎮區瑞南街５８之３號十五樓,15.28,都市：其他:第五種住宅區,,,1100805,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991221,133.86,2,2,2,有,有,7900000,59017,,0.0,0,,RPSNMLQLQHGGFCE58EA,82.51,9.39,0.0,有,,Kaohsiung,15
717,左營區,房地(土地+建物)+車位,高雄市左營區新莊一路３８５號五樓之１,12.68,都市：其他:第五種住宅區,,,1100727,土地1建物1車位1,五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土結構造,0890407,190.54000000000002,4,2,2,有,有,11670000,63313,坡道平面,29.91,1500000,,RPUPMLPLQHGGFEE09EA,105.09,17.09,0.0,有,199.0,Kaohsiung,26
728,鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路１８０１號十九樓,17.01,都市：其他:第四種商業區,,,1100629,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030613,260.86,3,2,2,有,有,25300000,96987,坡道平面,17.97,0,,RPUOMLPLQHGGFAE58EA,141.47,25.54,0.0,有,206.0,Kaohsiung,24
730,苓雅區,房地(土地+建物)+車位,高雄市苓雅區光明街８３號六樓之３,7.37,都市：其他:第五種商業區,,,1100811,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960515,112.19999999999999,2,2,1,有,有,7900000,67405,坡道平面,29.12,2300000,,RPQOMLPLQHGGFBE28EA,55.73,2.74,0.0,有,,Kaohsiung,15
760,大樹區,房地(土地+建物)+車位,高雄市大樹區新鎮路２號九樓,8.12,都市：其他:住宅區,,,1100820,土地1建物1車位1,九層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850426,77.5,2,1,1,有,有,2000000,25806,坡道機械,0.0,0,含土地增值稅或其他稅費；含地政士服務費；,RPUNMLKLQHGGFGE48DA,47.26,7.49,0.0,有,215.0,Kaohsiung,17
773,岡山區,房地(土地+建物)+車位,高雄市岡山區岡山路１７４號四樓之１,16.06,都市：其他:住宅區,,,1100810,土地1建物1車位1,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821220,135.71,4,2,2,有,有,4850000,35738,升降機械,0.0,0,,RPTNMLKKQHGGFFE18DA,87.3,13.17,0.0,有,,Kaohsiung,16
780,左營區,房地(土地+建物),高雄市左營區民族一路１１６６號二樓之３,6.46,都市：其他:第五種住宅區,,,1100718,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870706,75.18,2,2,1,有,有,4280000,56930,,0.0,0,,RPWPMLQLQHGGFEE66DA,46.26,7.0,0.0,有,224.0,Kaohsiung,14
786,楠梓區,房地(土地+建物)+車位,高雄市楠梓區德民路４５０之１號九樓,10.97,都市：其他:第五種住宅區,,,1100723,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000913,103.07,2,2,1,有,有,5550000,52359,坡道機械,10.44,700000,,RPTPMLOLQHGGFEE78DA,55.42,5.87,0.0,有,,Kaohsiung,15
789,左營區,房地(土地+建物),高雄市左營區大中二路５７０號三樓之２,5.89,都市：其他:第五種住宅區,,,1100814,土地1建物1車位0,三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850424,89.5,2,2,1,有,有,4600000,51397,,0.0,0,,RPUOMLPLQHGGFEE88DA,52.03,19.86,0.0,有,227.0,Kaohsiung,20
790,楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學十一街６６號三樓,17.21,都市：其他:第四種住宅區,,,1100806,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010111,119.22999999999999,2,2,2,有,有,6400000,53678,坡道平面,1.87,0,,RPVOMLPLQHGGFEE98DA,58.5,7.13,0.0,有,228.0,Kaohsiung,15
794,三民區,房地(土地+建物)+車位,高雄市三民區河堤路６００號四樓,48.36,都市：其他:第三種住宅區。,,,1100722,土地1建物1車位2,四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040903,321.66999999999996,0,0,0,無,有,20500000,63730,坡道平面,52.92,0,毛胚屋；,RPPNMLMLQHGGFDE87DA,144.95,28.28,0.0,有,231.0,Kaohsiung,18
797,三民區,房地(土地+建物)+車位,高雄市三民區義昌路４６號七樓,12.14,都市：其他:第三種商業區,,,1100706,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830721,141.62,3,2,2,有,有,7420000,52394,坡道平面,0.0,0,,RPQOMLPLQHGGFDE38DA,77.07,11.02,0.0,有,,Kaohsiung,16
799,三民區,房地(土地+建物),高雄市三民區大豐二路１１６之１５號四樓,12.85,都市：其他:第五種住宅區,,,1100713,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941202,114.58,3,2,2,有,有,4950000,43201,,0.0,0,附家具家電,RPOPMLPLQHGGFDE28DA,73.12,10.85,0.0,有,232.0,Kaohsiung,15
800,三民區,房地(土地+建物)+車位,高雄市三民區鼎中路７６２巷７７號五樓,12.41,都市：其他:第五種住宅區,,,1100714,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960918,133.45,3,2,2,有,有,7300000,49641,坡道平面,16.61,1500000,陽台外推；,RPTOMLOLQHGGFDE58DA,72.4,10.18,0.0,有,,Kaohsiung,14
801,三民區,房地(土地+建物),高雄市三民區大順二路１９５號六樓,9.38,都市：其他:第五種商業區,,,1100409,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940614,129.48,4,2,2,有,有,7800000,60241,,0.0,0,,RPUOMLOLQHGGFDE68DA,84.26,8.95,0.0,有,233.0,Kaohsiung,14
807,三民區,房地(土地+建物)+車位,高雄市三民區建國三路３４１號五樓,14.07,都市：其他:第五種商業區,,,1100727,土地2建物1車位1,五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021112,296.63,3,2,3,有,有,18000000,59950,坡道平面,21.4,1500000,含裝潢費；,RPTOMLOJQHGGFDE38DA,157.39,26.92,0.0,有,238.0,Kaohsiung,29
808,三民區,房地(土地+建物)+車位,高雄市三民區民族一路８１２之２號二十一樓,8.64,都市：其他:第五種住宅區,,,1100701,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850719,107.86,3,2,1,有,有,3750000,34767,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVOMLPJQHGGFDE68DA,60.62,8.52,0.0,有,,Kaohsiung,24
809,三民區,房地(土地+建物)+車位,高雄市三民區同盟二路４１號八樓,11.05,都市：其他:第四種住宅區,,,1100716,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831229,127.85000000000001,3,2,2,有,有,7000000,54752,坡道平面,0.0,0,,RPRNMLMKQHGGFDE97DA,74.5,13.79,0.0,有,,Kaohsiung,13
811,三民區,房地(土地+建物)+車位,高雄市三民區鼎正街８之１號十一樓,19.98,都市：其他:第三種住宅區。,,,1100717,土地1建物1車位1,十一層，電梯樓梯間,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830208,124.32,3,2,2,有,有,5690000,45769,坡道平面,0.0,0,,RPSNMLKLPHGGFDE87DA,82.5,10.05,0.0,有,,Kaohsiung,13
823,前鎮區,房地(土地+建物)+車位,高雄市前鎮區鄭和路７１號二樓,8.91,都市：其他:第三種特定商業專用區,,,1100709,土地2建物1車位1,二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860527,185.07999999999998,4,2,2,有,有,8000000,43225,坡道平面,24.05,0,,RPRNMLQJQHGGFCE18DA,106.81,17.71,0.0,有,,Kaohsiung,27
836,苓雅區,房地(土地+建物),高雄市苓雅區新光路６２巷６號２１樓之１,4.02,都市：其他:第三種特定商業專用區,,,1100723,土地1建物1車位0,二十一層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,94.05,3,2,1,有,有,3600000,38278,,0.0,0,,RPOOMLKMPHGGFBE47DA,59.7,13.71,0.0,有,,Kaohsiung,35
842,鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕國街８７號九樓,13.28,都市：其他:第五種住宅區,,,1100731,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950316,111.94999999999999,3,2,1,有,有,7820000,69853,坡道機械,9.95,0,,RPSOMLKLQHGGFAE77DA,60.98,9.93,0.0,有,253.0,Kaohsiung,15
843,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路４１８號二十樓,52.28,都市：其他:特定第五種住宅區,,,1100727,土地1建物1車位3,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040507,494.41,4,2,3,有,有,54980000,124091,坡道平面,90.03,4800000,,RPPNMLTJQHGGFAE08DA,211.06,51.23,0.0,有,,Kaohsiung,22
844,鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍德路２７５號十二樓,12.43,都市：其他:第四種商業區,,,1100321,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940602,123.19,3,2,2,有,有,9500000,77117,坡道機械,6.82,0,,RPWOMLPKPHGGFAE48DA,71.08,11.27,0.0,有,,Kaohsiung,15
846,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南二路１６號十五樓,19.97,都市：其他:特定第五種住宅區,,,1100720,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010809,209.51999999999998,3,2,2,有,有,20100000,95604,坡道平面,17.06,1700000,,RPQNMLQKQHGGFAE97DA,107.38,20.9,0.0,有,,Kaohsiung,24
851,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南二路１８號十九樓,25.65,都市：其他:特定第五種住宅區,,,1100723,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010809,261.26,4,2,2,有,有,25000000,95690,坡道平面,17.06,0,,RPRQMLQLQHGGFAE48DA,138.66,25.66,0.0,有,,Kaohsiung,24
852,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東八街２６號十四樓,19.48,都市：其他:特定第五種住宅區,,,1100802,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010710,194.22,4,2,2,有,有,15600000,80321,坡道平面,31.58,0,,RPVNMLRLQHGGFAE68DA,92.22,13.05,0.0,有,,Kaohsiung,15
853,前金區,房地(土地+建物),高雄市前金區市中一路９９號十七樓之１６,4.97,都市：其他:第五種商業區,,,1100727,土地1建物1車位0,十七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910618,64.03,2,1,1,有,有,4170000,65126,,0.0,0,,RPPOMLRLQHGGFAE18DA,38.68,5.16,0.0,有,,Kaohsiung,22
857,前鎮區,房地(土地+建物)+車位,高雄市前鎮區光華二路７６號五樓,23.77,都市：其他:第五種住宅區,,,1100722,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890831,155.54,3,2,2,有,有,9600000,61720,坡道機械,14.25,0,,RPSOMLNLPHGGFCE18DA,99.27,11.19,0.0,有,,Kaohsiung,14
864,前鎮區,房地(土地+建物)+車位,高雄市前鎮區光華三路１９７號二樓,13.52,都市：其他:第四種商業區,,,1100816,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960109,151.1,3,2,2,有,有,8300000,54931,坡道平面,16.54,0,,RPQNMLRLQHGGFCE38DA,81.76,14.79,0.0,有,,Kaohsiung,15
873,三民區,房地(土地+建物)+車位,高雄市三民區民族一路８１２之４號十二樓,11.04,都市：其他:第五種住宅區,,,1100721,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850719,141.75,4,2,2,有,有,6330000,44656,坡道機械,0.0,0,,RPPNMLKLQHGGFDE67DA,88.46,9.73,0.0,有,,Kaohsiung,24
880,三民區,房地(土地+建物)+車位,高雄市三民區皓東路７６巷２０號十二樓之２,7.72,都市：其他:第四種商業區,,,1100717,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880521,75.03999999999999,2,1,2,有,有,4300000,57303,升降機械,8.45,0,,RPRNMLRLQHGGFDE58DA,44.55,4.63,0.0,有,,Kaohsiung,13
887,左營區,房地(土地+建物),高雄市左營區文自路８２９號十三樓,7.7,都市：其他:第五種住宅區,,,1100805,土地1建物1車位0,十三層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840817,110.26,3,2,2,有,有,5700000,51696,,0.0,0,,RPVOMLKKQHGGFEE38DA,68.24,15.69,0.0,有,,Kaohsiung,28
890,楠梓區,房地(土地+建物)+車位,高雄市楠梓區土庫二路１９０號九樓之８,13.11,都市：其他:第三種住宅區。,,,1100731,土地2建物1車位1,九層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1030626,126.95,3,2,2,有,有,6810000,53643,坡道平面,23.17,0,,RPWNMLQKQHGGFEE98DA,57.83,9.59,0.0,有,,Kaohsiung,20
891,左營區,房地(土地+建物)+車位,高雄市左營區博愛二路４２２巷２號十三樓之５,10.98,都市：其他:第五種住宅區,,,1100719,土地1建物1車位1,十三層，十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870217,149.73,3,2,2,有,有,9360000,51944,坡道平面,14.97,2360000,,RPVOMLQKQHGGFEE98DA,91.74,8.34,0.0,有,,Kaohsiung,26
